,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
263,Ilulissat,GL,2022-04-10 19:16:12,69.2167,-51.1,23.02,54,75,4.61,broken clouds
264,Matay,EG,2022-04-10 19:16:12,28.419,30.7792,77.49,22,74,8.23,broken clouds
265,Acarau,BR,2022-04-10 19:16:12,-2.8856,-40.12,80.71,81,84,9.24,moderate rain
266,Chokurdakh,RU,2022-04-10 19:16:12,70.6333,147.9167,-21.5,100,100,1.57,overcast clouds
267,Salalah,OM,2022-04-10 19:14:04,17.0151,54.0924,82.49,83,0,3.44,clear sky
268,Pangnirtung,CA,2022-04-10 19:16:13,66.1451,-65.7125,19.4,68,75,6.91,broken clouds
269,Hamilton,US,2022-04-10 19:16:13,39.1834,-84.5333,63.21,39,0,12.66,clear sky
270,Coquimbo,CL,2022-04-10 19:16:14,-29.9533,-71.3436,62.33,72,20,9.22,few clouds
271,Kokopo,PG,2022-04-10 19:16:14,-4.352,152.2633,77.52,80,12,3.0,few clouds
272,Grande Prairie,CA,2022-04-10 19:16:14,55.1667,-118.8027,35.78,35,20,14.97,few clouds
273,Nortelandia,BR,2022-04-10 19:16:14,-14.4547,-56.8028,90.64,52,69,2.75,broken clouds
274,Lima,PE,2022-04-10 19:16:15,-12.0432,-77.0282,73.38,74,0,5.75,clear sky
275,Lorengau,PG,2022-04-10 19:17:15,-2.0226,147.2712,80.74,81,62,9.46,broken clouds
276,Honiara,SB,2022-04-10 19:17:15,-9.4333,159.95,76.8,86,51,3.56,broken clouds
277,Lat Yao,TH,2022-04-10 19:17:16,15.751,99.7893,84.85,49,22,4.88,few clouds
278,Korla,CN,2022-04-10 19:17:16,41.7597,86.1469,60.49,38,79,3.8,broken clouds
279,Lompoc,US,2022-04-10 19:17:16,34.6391,-120.4579,78.69,52,0,20.0,clear sky
280,Yumen,CN,2022-04-10 19:17:17,40.2833,97.2,43.54,53,100,15.5,overcast clouds
281,Vardo,NO,2022-04-10 19:17:17,70.3705,31.1107,37.38,87,75,26.46,broken clouds
282,Aden,YE,2022-04-10 19:17:17,12.7794,45.0367,82.8,66,0,15.46,clear sky
283,Arlit,NE,2022-04-10 19:17:17,18.7369,7.3853,91.74,6,0,4.16,clear sky
284,Biltine,TD,2022-04-10 19:17:18,14.5333,20.9167,90.82,10,46,1.3,scattered clouds
285,Petropavlovsk-Kamchatskiy,RU,2022-04-10 19:17:18,53.0452,158.6483,25.39,63,75,13.42,broken clouds
286,Sistranda,NO,2022-04-10 19:17:18,63.7256,8.834,39.16,76,100,33.76,overcast clouds
287,Priiskovyy,RU,2022-04-10 19:17:19,51.9333,116.6333,27.63,79,68,2.57,broken clouds
288,Kitale,KE,2022-04-10 19:17:19,1.0157,35.0062,62.26,57,63,1.23,broken clouds
289,Cherskiy,RU,2022-04-10 19:17:19,68.75,161.3,-15.29,98,100,3.65,overcast clouds
290,Camiri,BO,2022-04-10 19:17:20,-20.05,-63.5167,94.78,31,40,9.22,scattered clouds
291,Faya,SA,2022-04-10 19:17:20,18.3851,42.4509,66.31,42,0,2.82,clear sky
292,Alabaster,US,2022-04-10 19:16:09,33.2443,-86.8164,77.88,29,0,11.5,clear sky
293,Gulu,UG,2022-04-10 19:17:20,2.7746,32.299,74.14,51,100,2.73,overcast clouds
294,Caravelas,BR,2022-04-10 19:17:21,-17.7125,-39.2481,83.34,67,11,8.01,few clouds
295,Shache,CN,2022-04-10 19:17:21,38.4167,77.2406,69.28,18,41,0.89,scattered clouds
296,Lata,PT,2022-04-10 19:17:21,40.1629,-8.3327,63.91,60,100,6.13,overcast clouds
297,Rawson,AR,2022-04-10 19:17:22,-43.3002,-65.1023,61.07,52,14,23.96,few clouds
298,Harlingen,US,2022-04-10 19:12:34,26.1906,-97.6961,85.96,48,20,32.21,few clouds
299,Hanmer Springs,NZ,2022-04-10 19:17:22,-42.5167,172.8167,46.71,75,0,7.94,clear sky
300,Dubuque,US,2022-04-10 19:14:00,42.4833,-90.8668,59.63,37,0,26.46,clear sky
301,Victoria,HK,2022-04-10 19:15:39,22.2855,114.1577,74.32,87,14,5.01,few clouds
302,Fairbanks,US,2022-04-10 19:16:55,64.8378,-147.7164,17.6,64,100,1.99,light snow
303,Broome,US,2022-04-10 19:17:23,42.2506,-75.833,41.63,66,100,16.11,overcast clouds
304,Whithorn,JM,2022-04-10 19:17:23,18.2604,-78.0378,79.86,70,92,7.07,overcast clouds
305,Haines Junction,CA,2022-04-10 19:17:23,60.7522,-137.5108,24.75,28,82,13.8,broken clouds
306,Mutis,CO,2022-04-10 19:17:24,6.2262,-77.4044,82.49,79,73,2.48,light rain
307,Nouadhibou,MR,2022-04-10 19:17:24,20.931,-17.0347,66.18,77,79,24.16,sand
308,Tabuk,PH,2022-04-10 19:17:24,17.4189,121.4443,71.87,89,95,2.28,overcast clouds
309,Lewistown,US,2022-04-10 19:13:55,40.5992,-77.5714,46.54,53,75,13.8,broken clouds
310,Tabanan,ID,2022-04-10 19:17:25,-8.5413,115.1252,77.4,89,25,3.69,scattered clouds
311,Geraldton,AU,2022-04-10 19:17:25,-28.7667,114.6,61.21,88,75,3.44,broken clouds
312,Tendo,JP,2022-04-10 19:17:25,38.3536,140.3697,54.03,64,0,3.22,clear sky
313,Novikovo,RU,2022-04-10 19:17:26,51.1537,37.8879,53.8,75,100,3.98,overcast clouds
314,Jackson,US,2022-04-10 19:12:27,42.4165,-122.8345,52.75,56,100,8.05,overcast clouds
315,Tilichiki,RU,2022-04-10 19:17:26,60.4667,166.1,7.3,95,100,9.69,overcast clouds
316,Takoradi,GH,2022-04-10 19:17:26,4.8845,-1.7554,82.2,80,16,8.99,few clouds
317,Uige,AO,2022-04-10 19:17:27,-7.6087,15.0613,68.2,93,90,2.73,light rain
318,Gimli,CA,2022-04-10 19:17:27,50.6336,-96.9907,46.42,49,100,9.22,overcast clouds
319,Sakaraha,MG,2022-04-10 19:17:27,-22.9,44.5333,74.75,57,36,8.86,scattered clouds
320,Ati,TD,2022-04-10 19:18:28,13.2154,18.3353,91.08,14,98,6.11,overcast clouds
321,Katangli,RU,2022-04-10 19:18:28,51.7102,143.2326,26.96,80,100,15.84,overcast clouds
322,Zhangye,CN,2022-04-10 19:18:28,38.9342,100.4517,48.45,25,100,12.73,overcast clouds
323,Iralaya,HN,2022-04-10 19:18:29,15.0,-83.2333,81.07,77,100,14.76,overcast clouds
324,Yelizovo,RU,2022-04-10 19:18:29,53.1873,158.3805,26.74,63,75,13.42,broken clouds
325,Narsaq,GL,2022-04-10 19:15:58,60.9167,-46.05,39.42,42,100,1.97,overcast clouds
326,Gazli,UZ,2022-04-10 19:18:29,40.1333,63.45,78.22,26,100,17.09,overcast clouds
327,Mogadishu,SO,2022-04-10 19:15:30,2.0371,45.3438,81.75,74,37,14.14,scattered clouds
328,Tura,IN,2022-04-10 19:18:30,25.5198,90.2201,69.55,93,1,4.16,clear sky
329,Fillan,NO,2022-04-10 19:18:30,63.6064,8.9696,38.64,75,100,29.59,overcast clouds
330,Harper,LR,2022-04-10 19:18:30,4.375,-7.7169,82.22,81,51,9.4,broken clouds
331,Terrace,CA,2022-04-10 19:18:31,54.5163,-128.6035,40.91,65,75,6.91,broken clouds
332,Constantine,DZ,2022-04-10 19:18:31,36.365,6.6147,54.81,71,0,4.61,clear sky
333,Labytnangi,RU,2022-04-10 19:18:31,66.6572,66.4183,33.58,99,100,7.45,overcast clouds
334,Chara,RU,2022-04-10 19:18:32,56.9064,118.2631,8.74,83,99,2.57,overcast clouds
335,Khandyga,RU,2022-04-10 19:18:32,62.6667,135.6,4.41,95,100,3.51,overcast clouds
336,Ongandjera,NA,2022-04-10 19:18:32,-17.8833,15.0667,81.18,33,0,7.02,clear sky
337,Tuatapere,NZ,2022-04-10 19:18:33,-46.1333,167.6833,44.96,89,1,7.05,clear sky
338,Korhogo,CI,2022-04-10 19:18:33,9.45,-5.6333,85.55,46,96,9.55,light rain
339,Kiama,AU,2022-04-10 19:18:09,-34.6833,150.8667,64.0,94,16,5.1,few clouds
340,Yeppoon,AU,2022-04-10 19:18:34,-23.1333,150.7333,69.58,87,71,13.76,broken clouds
341,Grand-Lahou,CI,2022-04-10 19:18:34,5.1367,-5.0242,81.79,83,41,10.67,scattered clouds
342,Alofi,NU,2022-04-10 19:18:34,-19.0595,-169.9187,80.49,89,95,1.14,overcast clouds
343,Suzhou,CN,2022-04-10 19:17:08,31.3114,120.6181,62.37,81,0,6.17,clear sky
344,Nieuw Amsterdam,SR,2022-04-10 19:18:35,5.8833,-55.0833,85.01,74,40,16.11,light rain
345,Cam Ranh,VN,2022-04-10 19:18:35,11.9214,109.1591,75.16,88,20,2.3,few clouds
346,Hofn,IS,2022-04-10 19:18:35,64.2539,-15.2082,35.78,69,100,1.99,overcast clouds
347,Vila Franca Do Campo,PT,2022-04-10 19:18:36,37.7167,-25.4333,57.61,65,46,22.32,scattered clouds
348,Mildura,AU,2022-04-10 19:15:03,-34.2,142.15,62.08,68,10,9.17,clear sky
349,Gat,IL,2022-04-10 19:18:36,31.61,34.7642,68.4,77,45,5.08,scattered clouds
350,Grootfontein,NA,2022-04-10 19:18:37,-19.5667,18.1167,65.77,77,30,3.44,scattered clouds
351,Lethem,GY,2022-04-10 19:18:37,3.3803,-59.7968,89.92,47,98,9.44,overcast clouds
352,Esso,RU,2022-04-10 19:18:37,55.9333,158.7,11.88,94,100,2.04,overcast clouds
353,Kununurra,AU,2022-04-10 19:17:29,-15.7667,128.7333,66.18,88,8,0.0,clear sky
354,Mamallapuram,IN,2022-04-10 19:18:38,12.6264,80.1722,86.05,80,100,7.16,overcast clouds
355,Kamaishi,JP,2022-04-10 19:18:38,39.2667,141.8833,53.42,64,0,8.25,clear sky
356,Prainha,BR,2022-04-10 19:18:38,-1.8,-53.48,80.37,86,99,3.85,overcast clouds
357,Thinadhoo,MV,2022-04-10 19:18:39,0.5333,72.9333,84.18,66,10,9.46,clear sky
358,San Carlos De Bariloche,AR,2022-04-10 19:18:39,-41.1456,-71.3082,51.55,46,40,12.66,scattered clouds
359,Batagay-Alyta,RU,2022-04-10 19:19:39,67.8006,130.4114,-14.35,88,17,5.99,few clouds
360,Saskylakh,RU,2022-04-10 19:19:40,71.9167,114.0833,-17.66,100,13,2.95,few clouds
361,Versmold,DE,2022-04-10 19:19:40,52.05,8.15,43.75,63,29,4.29,scattered clouds
362,Menongue,AO,2022-04-10 19:19:40,-14.6585,17.691,65.01,86,100,6.06,overcast clouds
363,Webb City,US,2022-04-10 19:19:08,37.1465,-94.463,78.93,39,0,24.16,clear sky
364,Port Macquarie,AU,2022-04-10 19:19:41,-31.4333,152.9167,59.9,91,14,4.45,few clouds
365,Itarema,BR,2022-04-10 19:19:41,-2.9248,-39.9167,81.18,79,94,7.85,overcast clouds
366,Tadine,NC,2022-04-10 19:19:41,-21.55,167.8833,77.79,84,28,10.47,scattered clouds
367,Bathsheba,BB,2022-04-10 19:19:41,13.2167,-59.5167,84.81,70,40,20.71,scattered clouds
368,Inhambane,MZ,2022-04-10 19:19:42,-23.865,35.3833,74.82,89,100,12.57,moderate rain
369,Bilibino,RU,2022-04-10 19:19:42,68.0546,166.4372,-17.36,99,100,1.48,overcast clouds
370,Buala,SB,2022-04-10 19:19:42,-8.145,159.5921,79.29,80,91,2.51,overcast clouds
371,Cascais,PT,2022-04-10 19:19:43,38.6979,-9.4215,62.94,75,75,15.99,broken clouds
372,Mezen,RU,2022-04-10 19:19:43,65.8522,44.24,37.81,96,100,11.68,overcast clouds
373,Marsh Harbour,BS,2022-04-10 19:19:43,26.5412,-77.0636,69.85,55,2,14.23,clear sky
374,Goshen,US,2022-04-10 19:19:03,41.5823,-85.8344,60.73,38,0,13.8,clear sky
375,Ossora,RU,2022-04-10 19:19:44,59.2353,163.0719,13.86,82,100,7.31,overcast clouds
376,Kahului,US,2022-04-10 19:19:44,20.8947,-156.47,80.96,71,20,14.97,few clouds
377,San Alberto,CO,2022-04-10 19:19:44,7.7611,-73.3922,86.4,72,100,3.74,overcast clouds
378,Sur,OM,2022-04-10 19:19:45,22.5667,59.5289,87.76,36,58,8.66,broken clouds
379,Ponta Do Sol,PT,2022-04-10 19:19:45,32.6667,-17.1,66.0,72,1,12.24,clear sky
380,Verkhniy Fiagdon,RU,2022-04-10 19:19:45,42.8333,44.3053,42.67,63,100,6.67,overcast clouds
381,Mahon,ES,2022-04-10 19:19:46,39.8885,4.2658,55.96,62,0,6.91,clear sky
382,Baker City,US,2022-04-10 19:19:46,44.7749,-117.8344,37.11,61,40,3.44,scattered clouds
383,Yulara,AU,2022-04-10 19:19:46,-25.2406,130.9889,58.84,29,0,6.91,clear sky
384,Sitka,US,2022-04-10 19:19:47,57.0531,-135.33,42.69,65,0,0.0,clear sky
385,Aswan,EG,2022-04-10 19:19:47,24.0934,32.907,90.72,9,0,9.48,clear sky
386,Vadso,NO,2022-04-10 19:19:47,70.0744,29.7487,35.76,87,100,34.52,overcast clouds
387,Berezovyy,RU,2022-04-10 19:19:47,51.6667,135.7,26.2,97,100,5.19,snow
388,Ostrovnoy,RU,2022-04-10 19:19:48,68.0531,39.5131,33.75,92,100,19.64,overcast clouds
389,Hovd,MN,2022-04-10 19:19:48,48.0056,91.6419,27.84,37,11,4.27,few clouds
390,Manicore,BR,2022-04-10 19:19:49,-5.8092,-61.3003,81.23,93,98,3.85,overcast clouds
391,Payakumbuh,ID,2022-04-10 19:19:49,-0.2202,100.6308,69.62,97,100,2.82,overcast clouds
392,Aginskoye,RU,2022-04-10 19:19:49,51.1,114.53,22.1,92,82,5.21,broken clouds
393,Rocha,UY,2022-04-10 19:19:50,-34.4833,-54.3333,77.18,55,0,16.91,clear sky
394,Namanga,KE,2022-04-10 19:19:50,-2.5433,36.7905,69.04,55,100,6.58,overcast clouds
395,Cuamba,MZ,2022-04-10 19:19:50,-14.8031,36.5372,66.85,87,0,2.93,clear sky
396,Naze,JP,2022-04-10 19:19:51,28.3667,129.4833,67.12,93,89,11.5,overcast clouds
397,Esperance,AU,2022-04-10 19:19:51,-33.8667,121.9,61.25,86,54,15.05,broken clouds
398,Les Cayes,HT,2022-04-10 19:19:51,18.2,-73.75,81.66,68,80,8.3,broken clouds
399,Neryungri,RU,2022-04-10 19:19:52,56.6709,124.6491,0.99,98,100,4.0,overcast clouds
400,Naryan-Mar,RU,2022-04-10 19:19:52,67.6713,53.087,35.85,100,100,15.23,overcast clouds
401,Ishinomaki,JP,2022-04-10 19:19:52,38.4167,141.3,53.1,74,0,3.47,clear sky
402,Songadh,IN,2022-04-10 19:19:53,21.1667,73.5667,80.65,56,3,6.42,clear sky
403,Progreso,MX,2022-04-10 19:19:53,21.2833,-89.6667,90.1,46,9,17.43,clear sky
404,Nsanje,MW,2022-04-10 19:19:53,-16.92,35.262,70.75,96,16,5.23,few clouds
405,Muroto,JP,2022-04-10 19:20:54,33.2833,134.15,62.76,76,100,3.87,overcast clouds
406,Nador,MA,2022-04-10 19:17:42,35.174,-2.9287,61.05,82,0,2.3,clear sky
407,Krasnoarmeysk,RU,2022-04-10 19:20:54,51.0239,45.6969,52.25,77,100,6.04,overcast clouds
408,Antigonish,CA,2022-04-10 19:20:54,45.6169,-61.9986,42.15,98,100,4.79,overcast clouds
409,Galle,LK,2022-04-10 19:20:55,6.0367,80.217,80.64,79,83,8.66,broken clouds
410,Itamaraca,BR,2022-04-10 19:20:55,-7.7478,-34.8256,84.25,71,70,11.14,broken clouds
411,Otane,NZ,2022-04-10 19:20:55,-39.8833,176.6333,46.0,90,0,2.15,clear sky
412,Sept-Iles,CA,2022-04-10 19:20:56,50.2001,-66.3821,43.32,65,75,8.05,broken clouds
413,Riacho De Santana,BR,2022-04-10 19:20:56,-13.6092,-42.9389,96.55,20,5,5.99,clear sky
414,Sakaiminato,JP,2022-04-10 19:20:56,35.55,133.2333,55.38,88,75,6.91,broken clouds
415,Viljoenskroon,ZA,2022-04-10 19:20:57,-27.2084,26.9485,55.06,92,100,11.23,light rain
416,Beisfjord,NO,2022-04-10 19:20:57,68.3751,17.5988,35.65,88,54,8.39,broken clouds
417,Vilcun,CL,2022-04-10 19:20:57,-38.65,-72.2333,48.94,94,100,0.89,overcast clouds
418,Tra Vinh,VN,2022-04-10 19:20:58,9.9347,106.3453,76.42,90,40,5.08,scattered clouds
419,Corralillo,CU,2022-04-10 19:20:58,22.9819,-80.5856,78.21,48,5,15.21,clear sky
420,Lazaro Cardenas,MX,2022-04-10 19:20:58,17.9583,-102.2,84.22,58,100,10.04,overcast clouds
421,Chicama,PE,2022-04-10 19:20:59,-7.8447,-79.1469,79.57,61,56,12.03,broken clouds
422,Baghdad,IQ,2022-04-10 19:20:59,33.3406,44.4009,71.51,28,0,5.75,clear sky
423,Dharchula,IN,2022-04-10 19:20:59,29.85,80.5333,65.08,28,0,8.43,clear sky
424,Cumana,VE,2022-04-10 19:20:59,10.4635,-64.1775,82.6,70,95,9.84,overcast clouds
425,Marseille,FR,2022-04-10 19:19:37,43.3333,5.5,52.86,42,76,4.85,broken clouds
426,Bitung,ID,2022-04-10 19:21:00,1.4451,125.1824,76.05,83,100,5.77,overcast clouds
427,Pacific Grove,US,2022-04-10 19:18:31,36.6177,-121.9166,70.56,62,0,14.0,clear sky
428,Pullman,US,2022-04-10 19:21:00,46.7313,-117.1796,39.24,86,100,15.01,moderate rain
429,Chojnice,PL,2022-04-10 19:21:01,53.6955,17.557,37.22,70,40,7.23,scattered clouds
430,Lashio,MM,2022-04-10 19:21:01,22.9333,97.75,66.38,61,0,1.03,clear sky
431,Pires Do Rio,BR,2022-04-10 19:21:01,-17.2997,-48.2794,84.94,50,30,0.49,scattered clouds
432,Port-Cartier,CA,2022-04-10 19:21:01,50.0334,-66.8654,43.02,99,100,4.27,overcast clouds
433,Santa Cruz,BO,2022-04-10 19:21:02,-17.8,-63.1667,90.86,55,40,26.46,scattered clouds
434,La Rioja,ES,2022-04-10 19:21:02,42.25,-2.5,55.18,66,6,7.14,clear sky
435,Palasa,IN,2022-04-10 19:21:02,18.7667,84.4167,77.67,89,15,9.13,few clouds
436,Pointe Michel,DM,2022-04-10 19:21:03,15.25,-61.3833,86.94,51,20,12.66,few clouds
437,Pisco,PE,2022-04-10 19:21:03,-13.7,-76.2167,75.25,64,0,9.22,clear sky
438,Aguada De Pasajeros,CU,2022-04-10 19:21:03,22.385,-80.8508,87.93,27,24,12.28,few clouds
439,Auki,SB,2022-04-10 19:21:04,-8.7676,160.7034,76.51,89,95,3.98,overcast clouds
440,Monze,ZM,2022-04-10 19:21:04,-16.2833,27.4833,63.93,91,100,4.72,overcast clouds
441,Buritis,BR,2022-04-10 19:21:04,-15.6178,-46.4233,94.21,29,14,3.47,few clouds
442,Nishihara,JP,2022-04-10 19:21:05,26.1842,127.7558,72.68,97,75,9.22,mist
443,Ulladulla,AU,2022-04-10 19:21:05,-35.35,150.4667,58.77,80,8,4.29,clear sky
444,Santiago,CL,2022-04-10 19:18:17,-33.4569,-70.6483,75.29,38,0,8.05,clear sky
445,Gwadar,PK,2022-04-10 19:21:05,25.1216,62.3254,81.3,68,100,12.15,overcast clouds
446,Iskateley,RU,2022-04-10 19:21:06,67.6803,53.1512,35.74,100,100,15.14,overcast clouds
447,Nuristan,AF,2022-04-10 19:21:06,35.3,70.8333,38.17,46,97,8.21,overcast clouds
448,Nantucket,US,2022-04-10 19:21:06,41.2835,-70.0995,55.54,54,0,23.02,clear sky
449,Tarauaca,BR,2022-04-10 19:21:07,-8.1614,-70.7656,79.09,86,100,4.97,overcast clouds
450,Bousse,BF,2022-04-10 19:21:07,12.6606,-1.8922,96.84,21,93,2.42,overcast clouds
451,Cayenne,GF,2022-04-10 19:17:27,4.9333,-52.3333,81.09,28,72,10.36,broken clouds
452,Rochegda,RU,2022-04-10 19:22:07,62.8,43.25,34.32,96,48,5.61,scattered clouds
453,Puerto Carreno,CO,2022-04-10 19:22:08,6.189,-67.4859,96.42,37,100,2.33,overcast clouds
454,Necochea,AR,2022-04-10 19:18:37,-38.5473,-58.7368,72.16,64,100,3.47,overcast clouds
455,Ucluelet,CA,2022-04-10 19:18:16,48.9329,-125.5528,43.11,85,75,2.77,broken clouds
456,Fort Wellington,GY,2022-04-10 19:22:08,6.4,-57.6,81.93,74,98,10.8,overcast clouds
457,Anupgarh,IN,2022-04-10 19:22:08,29.1911,73.2086,92.91,9,100,11.72,overcast clouds
458,San Juan,AR,2022-04-10 19:18:05,-31.5375,-68.5364,69.1,40,0,17.2,clear sky
459,Hualmay,PE,2022-04-10 19:22:09,-11.0964,-77.6139,73.08,75,23,9.8,few clouds
460,Oloron-Sainte-Marie,FR,2022-04-10 19:19:17,43.1944,-0.6107,60.37,71,100,5.35,overcast clouds
461,San Joaquin,US,2022-04-10 19:22:09,37.9333,-121.3011,72.86,19,0,21.85,clear sky
462,Luebo,CD,2022-04-10 19:22:10,-5.35,21.4167,73.17,88,73,3.0,broken clouds
463,Novyy Urgal,RU,2022-04-10 19:22:10,51.0736,132.5642,28.85,98,100,2.98,snow
464,Bilma,NE,2022-04-10 19:22:10,18.6853,12.9164,91.26,5,0,4.16,clear sky
465,Cap Malheureux,MU,2022-04-10 19:22:10,-19.9842,57.6142,75.47,87,16,3.0,few clouds
466,Terra Santa,BR,2022-04-10 19:22:11,-2.1042,-56.4869,77.61,91,97,3.44,overcast clouds
467,Mazatlan,MX,2022-04-10 19:19:58,23.2167,-106.4167,80.56,77,0,8.01,clear sky
468,Murgab,TM,2022-04-10 19:22:11,37.4966,61.9714,71.47,40,75,13.8,broken clouds
469,Cockburn Town,TC,2022-04-10 19:21:34,21.4612,-71.1419,82.36,61,40,13.8,scattered clouds
470,Bingol,TR,2022-04-10 19:22:12,38.8847,40.4939,48.02,79,45,2.53,scattered clouds
471,Upata,VE,2022-04-10 19:22:12,8.0086,-62.3989,93.67,34,100,10.25,overcast clouds
472,Vurnary,RU,2022-04-10 19:22:12,55.4904,46.9648,40.64,98,100,8.86,overcast clouds
473,Lagos,NG,2022-04-10 19:17:27,6.5833,3.75,82.72,83,27,6.98,scattered clouds
474,Evensk,RU,2022-04-10 19:22:13,61.95,159.2333,4.62,77,100,11.14,overcast clouds
475,La Ronge,CA,2022-04-10 19:20:59,55.1001,-105.2842,25.05,54,100,17.27,overcast clouds
476,Maceio,BR,2022-04-10 19:22:13,-9.6658,-35.7353,85.44,61,20,10.36,few clouds
477,Christchurch,NZ,2022-04-10 19:22:13,-43.5333,172.6333,55.94,91,20,3.44,few clouds
478,Masindi,UG,2022-04-10 19:22:14,1.6744,31.715,73.49,55,100,1.95,overcast clouds
479,Tamandare,BR,2022-04-10 19:22:14,-8.7597,-35.1047,82.47,70,45,8.79,scattered clouds
480,Hay River,CA,2022-04-10 19:22:14,60.8156,-115.7999,13.98,73,75,24.16,light snow
481,Livramento,BR,2022-04-10 19:22:15,-3.0254,-60.1803,77.68,88,75,6.91,moderate rain
482,Turukhansk,RU,2022-04-10 19:22:15,65.8167,87.9833,-7.92,100,93,3.49,overcast clouds
483,Kochkurovo,RU,2022-04-10 19:22:15,54.0358,45.4184,47.07,89,100,6.67,overcast clouds
484,Hirara,JP,2022-04-10 19:22:16,24.8,125.2833,73.71,90,52,12.01,broken clouds
485,Talnakh,RU,2022-04-10 19:22:16,69.4865,88.3972,-3.08,97,94,3.51,overcast clouds
486,Cairns,AU,2022-04-10 19:18:37,-16.9167,145.7667,78.75,94,100,10.36,overcast clouds
487,Ukiah,US,2022-04-10 19:22:16,39.1502,-123.2078,65.44,39,0,16.11,clear sky
488,Rio Do Sul,BR,2022-04-10 19:20:46,-27.2142,-49.6431,80.38,54,100,4.65,overcast clouds
489,Faratsiho,MG,2022-04-10 19:22:17,-19.4,46.95,55.0,94,65,6.11,broken clouds
490,Beyneu,KZ,2022-04-10 19:22:17,45.3167,55.2,58.73,56,0,7.18,clear sky
491,Sorong,ID,2022-04-10 19:22:17,-0.8833,131.25,78.12,90,100,11.83,moderate rain
492,Kidal,ML,2022-04-10 19:22:18,18.4411,1.4078,93.56,7,0,12.73,clear sky
493,Whyalla,AU,2022-04-10 19:22:18,-33.0333,137.5833,66.09,88,7,10.36,clear sky
494,Robinson,US,2022-04-10 19:22:18,31.4677,-97.1147,83.19,53,0,28.77,clear sky
495,Maldonado,UY,2022-04-10 19:22:18,-34.6667,-54.9167,79.99,38,0,13.89,clear sky
496,Fort Payne,US,2022-04-10 19:22:19,34.4442,-85.7197,71.73,32,0,13.8,clear sky
497,Guerrero Negro,MX,2022-04-10 19:22:19,27.9769,-114.0611,74.01,49,0,7.38,clear sky
498,Oranjemund,NA,2022-04-10 19:22:19,-28.55,16.4333,66.61,63,0,12.77,clear sky
499,Tarakan,ID,2022-04-10 19:23:20,3.3,117.6333,76.5,94,40,2.3,moderate rain
500,Soyo,AO,2022-04-10 19:23:20,-6.1349,12.3689,78.84,84,42,6.04,scattered clouds
501,Gamboma,CG,2022-04-10 19:23:20,-1.8764,15.8644,73.67,92,100,2.53,moderate rain
502,Raudeberg,NO,2022-04-10 19:23:21,61.9875,5.1352,39.87,74,24,20.94,few clouds
503,Batemans Bay,AU,2022-04-10 19:23:21,-35.7167,150.1833,62.1,84,13,4.12,few clouds
504,Nyagan,RU,2022-04-10 19:23:21,62.1406,65.3936,37.17,99,100,7.92,overcast clouds
505,Aripuana,BR,2022-04-10 19:23:22,-9.1667,-60.6333,85.06,70,100,1.83,overcast clouds
506,Wewak,PG,2022-04-10 19:23:22,-3.5534,143.6268,78.01,86,13,7.36,few clouds
507,Ericeira,PT,2022-04-10 19:23:22,38.9627,-9.4156,62.35,78,100,20.33,overcast clouds
508,Mantenopolis,BR,2022-04-10 19:23:23,-18.8625,-41.1228,84.56,61,42,3.6,scattered clouds
509,Namibe,AO,2022-04-10 19:23:23,-15.1961,12.1522,71.31,79,21,3.4,few clouds
510,Tual,ID,2022-04-10 19:23:23,-5.6667,132.75,82.9,75,100,9.22,moderate rain
511,Creston,US,2022-04-10 19:23:24,41.0586,-94.3614,71.33,40,0,25.32,clear sky
512,Nalut,LY,2022-04-10 19:23:24,30.3333,10.85,71.6,15,0,12.62,clear sky
513,Andenes,NO,2022-04-10 19:23:24,69.3143,16.1194,35.58,69,0,21.85,clear sky
514,Birao,CF,2022-04-10 19:23:25,10.2849,22.7882,85.82,42,100,6.46,overcast clouds
515,Weyburn,CA,2022-04-10 19:23:25,49.6668,-103.8511,44.82,42,100,13.8,overcast clouds
516,Lasa,IT,2022-04-10 19:22:55,46.6166,10.7002,43.68,84,12,4.59,few clouds
517,Jawhar,SO,2022-04-10 19:23:25,2.7809,45.5005,80.94,70,88,14.03,overcast clouds
518,Comodoro Rivadavia,AR,2022-04-10 19:23:26,-45.8667,-67.5,58.86,58,40,11.5,scattered clouds
519,Mackay,AU,2022-04-10 19:23:26,-21.15,149.2,76.68,86,82,14.85,broken clouds
520,Ondangwa,NA,2022-04-10 19:23:26,-17.9167,15.95,82.02,32,9,6.8,clear sky
521,Sembakung,ID,2022-04-10 19:23:27,3.8167,117.25,72.64,98,100,1.79,overcast clouds
522,Ostersund,SE,2022-04-10 19:23:27,63.1792,14.6357,35.62,86,75,23.02,broken clouds
523,Pinawa,CA,2022-04-10 19:23:27,50.1489,-95.8811,45.82,64,100,3.58,overcast clouds
524,Konstantinovka,RU,2022-04-10 19:23:28,49.6167,127.9833,36.03,91,84,11.39,broken clouds
525,Mitsamiouli,KM,2022-04-10 19:23:28,-11.3847,43.2844,82.15,74,69,4.36,broken clouds
526,Rio De Janeiro,BR,2022-04-10 19:22:24,-22.9028,-43.2075,82.35,77,40,14.97,scattered clouds
527,Saint-Joseph,RE,2022-04-10 19:23:28,-21.3667,55.6167,77.38,80,43,13.94,scattered clouds
